"speed","Acciona.AW77.1500","Alstom.Eco.74","Alstom.Eco.80","Alstom.Eco.110","Bonus.B23.150","Bonus.B33.300","Bonus.B37.450","Bonus.B41.500","Bonus.B44.600","Bonus.B54.1000","Bonus.B62.1300","Bonus.B82.2300","Dewind.D4.41.500","Dewind.D6.1000","Enercon.E40.500","Enercon.E40.600","Enercon.E44.900","Enercon.E48.800","Enercon.E53.800","Enercon.E66.1500","Enercon.E66.1800","Enercon.E66.2000","Enercon.E70.2000","Enercon.E70.2300","Enercon.E82.1800","Enercon.E82.2000","Enercon.E82.2300","Enercon.E82.3000","Enercon.E92.2300","Enercon.E92.2350","Enercon.E101.3000","Enercon.E112.4500","Enercon.E126.6500","Enercon.E126.7000","Enercon.E126.7500","EWT.DirectWind.52.900","Gamesa.G47.660","Gamesa.G52.850","Gamesa.G58.850","Gamesa.G80.2000","Gamesa.G87.2000","Gamesa.G90.2000","Gamesa.G128.4500","GE.900S","GE.1.5s","GE.1.5se","GE.1.5sl","GE.1.5sle","GE.1.5xle","GE.1.6","GE.1.7","GE.2.5xl","GE.2.75.103","Goldwind.GW82.1500","NEG.Micon.M1500.500","NEG.Micon.M1500.750","NEG.Micon.NM48.750","NEG.Micon.NM52.900","NEG.Micon.NM60.1000","NEG.Micon.NM64c.1500","NEG.Micon.NM80.2750","Nordex.N27.150","Nordex.N29.250","Nordex.N43.600","Nordex.N50.800","Nordex.N60.1300","Nordex.N80.2500","Nordex.N90.2300","Nordex.N90.2500","Nordex.N100.2500","Nordex.N131.3000","Nordex.N131.3300","Nordtank.NTK500","Nordtank.NTK600","PowerWind.56.900","REpower.MD70.1500","REPower.MD77.1500","REpower.MM70.2000","REpower.MM82.2000","REpower.MM92.2000","REpower.3.4M","REpower.5M","REpower.6M","Siemens.SWT.1.3.62","Siemens.SWT.2.3.82","Siemens.SWT.2.3.93","Siemens.SWT.2.3.101","Siemens.SWT.3.0.101","Siemens.SWT.3.6.107","Siemens.SWT.3.6.120","Siemens.SWT.4.0.130","Suzlon.S88.2100","Suzlon.S97.2100","Tacke.TW600.43","Vestas.V27.225","Vestas.V29.225","Vestas.V39.500","Vestas.V42.600","Vestas.V44.600","Vestas.V47.660","Vestas.V52.850","Vestas.V66.1650","Vestas.V66.1750","Vestas.V66.2000","Vestas.V80.1800","Vestas.V80.2000","Vestas.V90.1800","Vestas.V90.2000","Vestas.V90.3000","Vestas.V100.1800","Vestas.V100.2000","Vestas.V110.2000","Vestas.V112.3000","Vestas.V112.3300","Vestas.V164.7000","Wind.World.W3700","Wind.World.W4200","Windmaster.WM28.300","Windmaster.WM43.750","Windflow.500","XANT.M21.100"
6.14,0.183002117129835,0.147011634788959,0.136996170385187,0.193373808202564,0.156408582376846,0.183888366903636,0.146571710148477,0.126881226445734,0.132389893084052,0.140631401751166,0.120317805998184,0.135292558289287,0.140020522273426,0.171823950953519,0.148680040139765,0.14389486110269,0.0992897481418912,0.159115930701586,0.187584021847255,0.122794876521305,0.120712495849421,0.10863973031318,0.12636542861918,0.112138932763169,0.192636667004528,0.169025730202145,0.147478042710507,0.114758246033272,0.176573146610276,0.147478042710507,0.169459605193025,0.134844003379589,0.1260695279216,0.11705177078118,0.108096288521395,0.148087725325547,0.161726239373422,0.1566808872296,0.187940652475214,0.150896129896117,0.180956582281196,0.196101580998409,0.181450239549695,0.165995463179133,0.141917590528931,0.14255666190338,0.170103347016372,0.180071353821081,0.211538947628411,0.220190379290492,0.335949215814905,0.178764031314331,0.182345022271375,0.22830655429651,0.137256178055286,0.103356346228792,0.139030729060307,0.141445617664229,0.149382290025667,0.118697723393806,0.102233726497782,0.186846027959247,0.137342117178845,0.124972789895691,0.116390592879547,0.105224452233096,0.130341236583662,0.16538844670349,0.168109793127589,0.203188787234366,0.287575075042377,0.261885200843781,0.100426593357282,0.114330993145589,0.164013833422647,0.136630885583489,0.171356807821189,0.10512541314357,0.165468908166982,0.206015849825634,0.151985588989749,0.139940473265928,0.119352935485739,0.142885735909475,0.130284540657169,0.175889269919493,0.230027131791384,0.168036773754619,0.152688053997007,0.205055719396402,0.207192300426817,0.162255282423508,0.211822003926327,0.134627269590681,0.15857535141195,0.183218648271035,0.129514658891185,0.120061703612536,0.140695237491457,0.156839747732892,0.158360736102552,0.111216371522905,0.109754092908865,0.0960354852119627,0.15835521785646,0.153802438749229,0.222172330741228,0.19984244224242,0.127088038735849,0.261559418488157,0.241017703499065,0.297911429863533,0.200760515475619,0.180178555753318,0.140210844895877,0.101065416994195,0.107508029960818,0.0843241301208204,0.10523409902036,0.0314963499349699,0.212921896668348
6.15,0.183952933431975,0.147781175661645,0.137763439279218,0.194401443361951,0.157136897460014,0.184875394635274,0.147464406623181,0.127955068682084,0.133180609650265,0.141415397968912,0.121019429858329,0.136027272079739,0.141038413459244,0.172839256935459,0.149402552239992,0.144722691233299,0.0998856974817102,0.15991293755197,0.188569997919146,0.123542840206615,0.121417399611918,0.109274022578976,0.127044743133263,0.112741504224765,0.193685916898011,0.169937542148107,0.148275855268461,0.115378967914845,0.177529313786194,0.148275855268461,0.170367866147781,0.13559137622698,0.126739126111997,0.117672518573903,0.108669617215831,0.148843031413069,0.162474924308858,0.157541570034406,0.188933183047074,0.151691625986241,0.181934143850124,0.197133248464983,0.182386054732601,0.166992182806634,0.142678889145874,0.143547684061434,0.171086545243449,0.181050024143096,0.212673050179444,0.221349525997701,0.337673948070291,0.179729164325172,0.183319083485586,0.229451717068966,0.138082769245993,0.104018857767069,0.139695375906337,0.142215947385837,0.150363231028521,0.119418447637689,0.10284976857305,0.187960606026705,0.137968230191833,0.12564622005381,0.117120093809872,0.105915747893246,0.131038471982509,0.166290545166086,0.168994776648305,0.204242016648883,0.289057270716691,0.263220077312115,0.101134291041063,0.115256183224722,0.16496089881863,0.137562236687237,0.172262851198222,0.105683988019689,0.16635824147623,0.207129069331416,0.152797507612846,0.140704019650219,0.120048956118161,0.143659877756678,0.131037082043377,0.176796027816764,0.231237939657227,0.16889350469124,0.153490373892822,0.206113177268507,0.208268863542441,0.163257786811653,0.212957237606567,0.135353441176702,0.159448617291142,0.184166788228645,0.130351776593769,0.120911336895463,0.141591321771155,0.157739603019403,0.159186388170676,0.111861561807311,0.110342277362562,0.0965506781698199,0.159375316871421,0.154625507052051,0.223338773147389,0.200884346240345,0.127773831236271,0.262914124381781,0.242321022712194,0.299487740081877,0.201816669144183,0.181122950080186,0.141061436951654,0.10177116631914,0.108294212192184,0.0851237573679249,0.106040709160851,0.0320209301550388,0.213855137396146
6.16,0.184907945566928,0.148553472413285,0.138533067725959,0.195432415276806,0.157865671622782,0.185868792596351,0.148358252986208,0.129030960733342,0.133975962065085,0.142202634047741,0.121723770454986,0.136764043634079,0.142056350736769,0.173858204747338,0.150127197930783,0.145553905043774,0.100484226896017,0.160711823415842,0.189558722241295,0.124292732432493,0.122124772228474,0.109910535897889,0.12772625525193,0.113346023799248,0.19473881133417,0.170852482517233,0.149076415033885,0.116001826824691,0.178488778534945,0.149076415033885,0.17127907000179,0.136341395768143,0.127410926470172,0.118295303511861,0.109244827774246,0.149600902622125,0.163225563446372,0.158404146080728,0.18992871077826,0.152489450950319,0.182913976236453,0.198168204896925,0.183324921534062,0.167990468660145,0.143441214458115,0.14454348076663,0.172072747980242,0.182031646967551,0.213810513111581,0.222512152483445,0.339403237851486,0.180697612141587,0.184296476594043,0.230600655590569,0.138917251013212,0.104684471498869,0.14036162681746,0.142990465327748,0.151352071850373,0.120142400263577,0.103467803971172,0.189084026919923,0.138599940843441,0.126325073426934,0.117856017923118,0.106611527255566,0.131737822449957,0.167195321863746,0.169882401690899,0.205298618440339,0.290544320029992,0.264559215009262,0.101843812423245,0.116182606499521,0.165911255636173,0.138499205299722,0.173171298940089,0.106244232553223,0.167249114998604,0.208245260174264,0.153612009606781,0.141470823226195,0.120747922330602,0.144436560452607,0.131792040811046,0.177705513180118,0.232452603492765,0.169753026766067,0.154294758560471,0.207173584818544,0.209349020293083,0.164263605564813,0.214095218573987,0.136083811018813,0.160324890856995,0.185117601637313,0.131190906004079,0.121762602875293,0.142489189258915,0.158642312905622,0.160014511943708,0.112509046221579,0.110932355428475,0.0970675803120538,0.160397621946094,0.155450729697245,0.224507890818143,0.201928687835986,0.128461394235827,0.26427333321687,0.243634617259803,0.301074001815391,0.202876274144801,0.182070499687847,0.14191672221903,0.102478406424328,0.109080589596557,0.0859253188913821,0.106845510398573,0.0325453467533955,0.214788285721719
6.17,0.185867066483527,0.149328525907724,0.139305059580594,0.196466730986345,0.158595014765438,0.186868502029317,0.149253262418848,0.130108915688318,0.134775920641992,0.142993102202146,0.122430847606945,0.137502882307893,0.143074345355105,0.174880780209421,0.150854100243825,0.146388491568035,0.10108535169552,0.161512600762959,0.190550185615566,0.12504451833165,0.12283459934505,0.110549257500578,0.128409987480846,0.113952511808505,0.195795344084691,0.171770557526551,0.149879724469283,0.116626824793044,0.179451542885818,0.149879724469283,0.172193223497764,0.137094047752534,0.128084934896033,0.1189201323332,0.109821926322129,0.150361347881437,0.163978194768225,0.159268627134474,0.190927248142026,0.153289611424782,0.18389609579044,0.199206456683219,0.184266844561704,0.16899029148949,0.144204626964877,0.145543784779337,0.173061932688702,0.183016246071951,0.214951362053268,0.223678270737868,0.341136957592906,0.181669375163125,0.185277189571684,0.231753377115741,0.139759563116573,0.105353173176687,0.141029530781863,0.143769153014216,0.152348713833304,0.120869576178163,0.104087833146659,0.19021619815586,0.139237272339988,0.127009323538277,0.118598300313958,0.107311747545057,0.13243929159887,0.168102771090482,0.17077266358329,0.206358588456963,0.292036224115071,0.265902628213215,0.102555157381688,0.117110276929954,0.166864884957476,0.139441438531288,0.174082172156525,0.106806317620978,0.168141545220729,0.209364442103858,0.154429108595238,0.142240871188522,0.121449807874335,0.145215796223793,0.132549421935717,0.178617730978172,0.233671127650887,0.17061534404485,0.15510121819608,0.208236951814037,0.21043276665818,0.165272732970032,0.215235994545314,0.136818345096839,0.161204169912249,0.186071094173831,0.132032058265628,0.12261551036898,0.14338884702811,0.159547870341811,0.160845111551354,0.113158825388482,0.111524334346112,0.0975861956532385,0.161422171186141,0.156278116842773,0.225679705054786,0.202975487982971,0.129150738769288,0.265637071017915,0.244958219543029,0.302670015056753,0.203939336585773,0.183021232455566,0.142776668658036,0.103187142955577,0.109867198451517,0.0867288131096653,0.107648535392328,0.0330698408846368,0.215721425259791
6.18,0.186830209130602,0.15010633700881,0.140079418698307,0.197504397529785,0.159325036788269,0.187874464176624,0.150149448102393,0.131188946635823,0.135580455694464,0.14378679464662,0.123140681132992,0.138243797456764,0.144092408563359,0.175906969141977,0.151583382210807,0.147226439839997,0.101689087190927,0.16231528206308,0.191544378843823,0.125798163036796,0.123546866607611,0.111190174617703,0.129095962325675,0.114560988574426,0.196855508921259,0.172691773393094,0.15068578603716,0.117253963850139,0.1804176088681,0.15068578603716,0.173110333378418,0.137849317929609,0.128761157289492,0.119547011776064,0.110400918984971,0.151124376119723,0.164732856256682,0.160135024961556,0.191928807611627,0.154092114046055,0.184880518862339,0.200248010212846,0.185211828423153,0.169991622044497,0.14496918716538,0.146548328859925,0.174054076830775,0.184003845233802,0.216095622632951,0.224847892751117,0.342874979728969,0.182644453789336,0.18626121039345,0.232909888898902,0.140609645315704,0.106024948553014,0.14169913678773,0.144551991969496,0.153353058319395,0.121599970288137,0.104709856554019,0.191357027251476,0.139880247887794,0.127698943911052,0.119346876077065,0.108016365986719,0.13314288304211,0.16901288714031,0.171665557653399,0.207421922546988,0.293532984104718,0.267250331201969,0.103268325794256,0.118039208475991,0.167821767864738,0.140388583492278,0.174995491957262,0.107370414099765,0.169035548629225,0.210486634869874,0.1552488182019,0.143014150731864,0.122154586500632,0.145997597296765,0.133309230392932,0.179532686179545,0.234893516484482,0.171480460593339,0.155909762995778,0.209303288022512,0.211520098617171,0.166285163314353,0.216379613237274,0.137557009390603,0.162086452259649,0.18702727151499,0.132875244521926,0.123470068193474,0.144290302152113,0.160456268278228,0.161678191123319,0.113810899930792,0.112118221354985,0.098106528207948,0.162449002697224,0.157107678646597,0.226854237158614,0.204024767634928,0.129841875871427,0.267005363809405,0.246291561963005,0.304275579798639,0.205005862575399,0.183975176262605,0.143641244228706,0.103897381558704,0.110654075034644,0.0875342384412477,0.108449816800919,0.0335946537033594,0.216654639625086
6.19,0.187797286456984,0.150886906580387,0.140856148934283,0.198545421946346,0.160055847591564,0.188886620280725,0.151046823218133,0.132271066664666,0.136389537535978,0.144583703595658,0.123853290851915,0.138986798436276,0.145110551610636,0.176936757365274,0.152315166863418,0.148067738893579,0.102295448692948,0.163119879785962,0.192541292727931,0.126553631680641,0.124261559662121,0.111833274479922,0.129784202292079,0.115171474418899,0.197919299615558,0.173616136333891,0.151494602200021,0.117883246026211,0.18138697851108,0.151494602200021,0.174030406386466,0.138607192048823,0.129439599550459,0.120175948578599,0.11098181188826,0.151889996265707,0.165489585894003,0.161003351327883,0.192933401660314,0.154896965450568,0.185867261802407,0.20129287187479,0.186159877726035,0.170994431074992,0.145734955558849,0.147556845768764,0.175049157868409,0.184994468230607,0.217243320479077,0.226021030513336,0.344617176694089,0.183622848419769,0.187248527034282,0.234070198194475,0.141467437370235,0.106699783380344,0.142370493823249,0.145338963717841,0.154365006650727,0.122333577500193,0.105333874647763,0.19250642172373,0.140528890693178,0.128393908068472,0.12010168030711,0.108725339805554,0.13384860039254,0.169925664307243,0.172561079229143,0.208488616558645,0.295034601131723,0.268602338253515,0.103983317538809,0.1189694150976,0.168781885440159,0.141340287293037,0.175911279452033,0.107936692866392,0.169931141710717,0.211611858221992,0.156071152050452,0.143790649050888,0.122862231960765,0.146781975898055,0.134071471158234,0.180450383752857,0.23611977434644,0.172348380477285,0.156720403155691,0.210372603211495,0.212611012149494,0.167300890884819,0.217526122366593,0.138299769879931,0.162971735701937,0.187986139337583,0.133720475916484,0.124326285165729,0.145193561704297,0.161367499665136,0.162513754789307,0.114465270471282,0.112714023694602,0.0986285819907566,0.163478154585007,0.157939425266678,0.228031508430925,0.205076547745485,0.130534816577015,0.268378237615829,0.247634376920868,0.305890496033729,0.206075858221979,0.184932358988228,0.144510416891072,0.104609127879524,0.111441255623517,0.0883415933046029,0.109249387283149,0.0341200263641603,0.217588012432329
6.2,0.188768211411505,0.151670235486302,0.141635254143707,0.199589811275244,0.160787557075609,0.189904911584071,0.151945400947359,0.133355288863659,0.137203136480014,0.145383821263751,0.1245686965825,0.139731894602012,0.146128785746041,0.177970130699578,0.153049577233347,0.148912377762697,0.102904451512291,0.163926406401363,0.193540918069752,0.127310889395895,0.124978664154541,0.112478544317897,0.130474729885724,0.115783989663813,0.198986709939274,0.174543652565974,0.15230617542037,0.118514673351494,0.182359653844046,0.15230617542037,0.174953449264623,0.139367655859634,0.130120267578842,0.12080694947895,0.111564611157488,0.152658217248107,0.166248421662451,0.161873617999364,0.193941042761343,0.155704172274749,0.1868563409609,0.202341048058031,0.187110997077977,0.171998689330801,0.146501992644506,0.148569068266224,0.176047153263554,0.18598813883987,0.218394481220091,0.227197696014671,0.346363420922684,0.184604559453974,0.18823912746912,0.235234312256879,0.142332879039794,0.107377663411169,0.143043650876603,0.146130049783506,0.155384460169381,0.123070392721021,0.105959887882402,0.193664289089582,0.141183223962462,0.129094189533752,0.120862648098766,0.109438626226561,0.134556447263022,0.170841096885295,0.173459223638443,0.209558666340165,0.296541076328874,0.269958663645847,0.10470013249321,0.119900910754751,0.169745218765936,0.142296197043907,0.17682955575057,0.108505324797667,0.170828340951825,0.212740131909887,0.156896123764577,0.144570353340259,0.123572718006008,0.147568944254192,0.134836149207164,0.181370828666727,0.237349905589649,0.173219107762438,0.157533148871948,0.21144490714851,0.213705503234584,0.168319909968476,0.218675569649996,0.139046592544648,0.163860018041854,0.188947703318401,0.134567763592814,0.125184170102695,0.146098632758034,0.162281557452793,0.163351806679023,0.115121937632723,0.113311748604474,0.0991523610162383,0.16450966495515,0.15877336686098,0.229211540173014,0.206130849268269,0.131229571920824,0.269755718461677,0.248986396817753,0.3075145637547,0.207149329633812,0.1858928085117,0.145384154605168,0.105322387563854,0.112228776495716,0.089150876118204,0.11004727949782,0.0346462000216361,0.218521627296243
6.21,0.189742896942995,0.152456324590402,0.142416738181763,0.200637572555696,0.161520275140694,0.190929279329114,0.152845194471361,0.134441626321611,0.138021222840048,0.146187139865395,0.125286918143534,0.140479095309557,0.147147122218681,0.179007074965157,0.153786736352283,0.149760345481268,0.103516110959665,0.164734874379041,0.194543245671152,0.12806990131527,0.125698165730835,0.113125971362285,0.131167567612272,0.116398554631058,0.20005773366409,0.175474328306371,0.153120508160712,0.119148247856222,0.183335636896286,0.153120508160712,0.175879468755603,0.140130695111497,0.130803167274552,0.121440021215262,0.112149322918144,0.153429047995645,0.167009401544288,0.162745836741911,0.194951743387966,0.156513741155025,0.187847772688074,0.203392545151554,0.188065191086605,0.173004367561752,0.147270358921572,0.149584729112674,0.177048040478156,0.186984880839097,0.21954913048444,0.228377901245267,0.348113584849168,0.1855895872915,0.189232999672905,0.236402238340537,0.143205910084009,0.108058574397981,0.14371865693598,0.146925231690745,0.156411320217437,0.123810410857315,0.106587896712443,0.194830536865992,0.141843270901963,0.129799761830104,0.121629714546707,0.110156182474743,0.135266427266419,0.17175917916848,0.174359986209216,0.21063206773978,0.298052410828964,0.271319321656959,0.10541877053532,0.120833709407413,0.17071174892427,0.143255959855234,0.177750341962607,0.1090764807704,0.171727162839173,0.213871475683239,0.157723746967961,0.145353250794642,0.124286018387632,0.148358514591708,0.135603269515265,0.182294025889773,0.238583914567,0.174092646514548,0.158348010340675,0.212520209601083,0.214803567851881,0.169342214852366,0.219828002804209,0.139797443364579,0.164751297082145,0.189911969134236,0.135417118694428,0.126043731821326,0.147005522386698,0.16319843459146,0.164192350922173,0.115780902037888,0.11391140332411,0.0996778692989672,0.165543571913316,0.159609513587465,0.230394353686178,0.207187693156909,0.131926152937626,0.271137832371439,0.250347354054794,0.309147582954229,0.208226282919199,0.186856552712284,0.146262425331027,0.106037166257512,0.113016673928822,0.0899620853005244,0.110843526103735,0.0351734158303838,0.219455567831553
6.22,0.190721256000285,0.15324517475653,0.143200604903635,0.201688712826921,0.162254111687105,0.191959664758306,0.153746216971431,0.135530092127332,0.138843766929561,0.146993651615082,0.126007975353806,0.141228409914495,0.148165572277659,0.180047575982279,0.154526767251914,0.15061163108321,0.104130442345778,0.165545296188752,0.195548266333993,0.128830632571474,0.126420050036968,0.113775542843746,0.131862737977388,0.117015189642521,0.201132364561693,0.176408169772115,0.153937602883551,0.119783971570631,0.184314929697087,0.153937602883551,0.17680847160212,0.140896295553869,0.1314883045375,0.122075170525681,0.112735953295717,0.154202497437041,0.167772563521777,0.163620019321433,0.195965516013437,0.157325678727825,0.188841573334184,0.204447369544339,0.189022464359545,0.17401143651767,0.148040114889272,0.150603561068486,0.178051796974165,0.187984718005792,0.22070729390057,0.229561658195269,0.349867540907959,0.186577932331897,0.190230131620577,0.23757398369987,0.14408647026251,0.108742502093274,0.144395560989565,0.147724490963813,0.157445488136977,0.124553626815766,0.107217901592399,0.196005072569919,0.142509054718003,0.130510598480742,0.122402814745603,0.110877965775098,0.135978544015593,0.172679905450814,0.175263362269384,0.211708816605721,0.29956860576478,0.272684326564843,0.106139231543002,0.121767825015553,0.171681456997361,0.144219222837361,0.178673659197877,0.109650331661399,0.172627623859383,0.215005909291726,0.158554035284288,0.146139328608704,0.125002106856911,0.149150699137133,0.136372837058079,0.183219980390615,0.239821805631381,0.174969000799365,0.159164997758001,0.21359852033674,0.215905201980821,0.170367799823534,0.22098346954596,0.140552288319548,0.165645570625552,0.190878942461879,0.136268552364836,0.126904979138573,0.147914237663662,0.164118124031397,0.165035391648462,0.11644216430955,0.114512995093019,0.100205110853517,0.166579913565169,0.160447875604093,0.231579970271714,0.208247100365033,0.132624570662194,0.272524605369604,0.251716981033127,0.310789353624995,0.20930672418644,0.187823619469244,0.147145197028681,0.106753469606313,0.113804984200414,0.0907752192700373,0.111638159759696,0.0357019149450001,0.220389917652984
6.23,0.191703201532207,0.154036786848535,0.143986858164508,0.202743239128136,0.16298917661513,0.192996009114099,0.154648481628859,0.136620699369634,0.139670739062029,0.147803348727307,0.126731888032103,0.141979847772409,0.149184147172082,0.181091619571212,0.155269792963928,0.15146622360244,0.104747460981338,0.166357684300256,0.196555970860141,0.129593048297218,0.127144302718901,0.11442724599294,0.132560263486735,0.117633915020092,0.202210596403766,0.177345183180236,0.154757462051393,0.120421846524955,0.185297534275739,0.154757462051393,0.177740464546888,0.141664442936205,0.132175685267595,0.122712404148352,0.113324508415698,0.154978574501017,0.168537945577181,0.16449617750384,0.196982373111009,0.158139991629577,0.189837759249486,0.205505527625369,0.189982821504422,0.175019866948381,0.148811321046827,0.151625296894028,0.179058400213528,0.188987674117459,0.221868997096926,0.230748978854822,0.351625161533473,0.187569594974715,0.191230511287076,0.2387495555893,0.144974499334926,0.10942943224954,0.145074412025544,0.148527809126963,0.158486865270081,0.125300035503067,0.107849902976777,0.197187803718322,0.143180598616901,0.131226673008879,0.123181883790129,0.111603933352629,0.136692801123407,0.173603270026308,0.176169347146864,0.21278890878622,0.301089662269114,0.274053692647492,0.106861515394118,0.122703271539143,0.172654324067407,0.145185633100631,0.179599528566111,0.110227048347473,0.173529740499077,0.216143452485025,0.15938700233724,0.14692857397711,0.125720957165117,0.149945510116998,0.137144856811148,0.184148697137872,0.241063583135681,0.17584817468264,0.159984121320052,0.214679849123005,0.217010401600843,0.171396659169024,0.222142017591972,0.14131109338938,0.166542836474816,0.191848628978123,0.137122075747549,0.127767920871389,0.148824785662299,0.165040618722864,0.165880932987594,0.117105725070481,0.115116531150712,0.100734089694463,0.167618728016369,0.161288463068828,0.232768411230919,0.209309091846268,0.133324836129299,0.273916063480662,0.253095010153887,0.312439675759674,0.210390659543835,0.188794036661843,0.148032437658164,0.107471303256075,0.114593743588072,0.0915902764452162,0.112431213124506,0.0362319385200819,0.221324760375259
6.24,0.192688646487591,0.154831161730262,0.144775501819566,0.203801158498558,0.163725579825058,0.194038253638944,0.155552001624936,0.137713461137326,0.140502109550931,0.148616223416562,0.127458675997211,0.142733418238883,0.150202858151055,0.182139191552222,0.156015936520015,0.152324112072875,0.105367182177056,0.167172051183309,0.197566350051458,0.130357113625212,0.127870909422599,0.115081068040526,0.133260166645977,0.118254751085659,0.203292422961995,0.178285374747764,0.155580088126742,0.121061874749429,0.186283452661529,0.155580088126742,0.178675454332622,0.142435123007962,0.132865315364746,0.123351728821419,0.113914994403576,0.155757288116292,0.16930558569276,0.165374323055042,0.198002327153937,0.158956686496709,0.190836346784237,0.206567025783627,0.190946267128864,0.176029629603713,0.149584037893459,0.15264966934967,0.180067827658193,0.189993772951602,0.223034265701956,0.231939875214073,0.353386319160125,0.188564575619504,0.192234126647344,0.239928961263246,0.145869937060884,0.110119350619272,0.145755259032102,0.14933516770445,0.159535352958831,0.126049631825909,0.10848390132009,0.198378637828162,0.143857925804977,0.131947958937728,0.123966856774956,0.112334042432335,0.137409202202723,0.174529267188979,0.177077936169577,0.213872340129508,0.302615581474754,0.275427434182899,0.107585621966529,0.12364006293815,0.173630331216607,0.14615483775539,0.180527971177044,0.11080680170543,0.174433529244878,0.217284125012815,0.160222661750504,0.147720974094525,0.126442543063523,0.150742959757833,0.137919333750014,0.185080181100163,0.242309251432791,0.176730172230124,0.160805391222957,0.215764205727405,0.218119162691383,0.172428787175879,0.223303694658973,0.1420738245539,0.167443092432682,0.192821034359759,0.13797769998608,0.128632565836724,0.149737173455981,0.165965911616123,0.166728979069275,0.117771584943453,0.115722018736699,0.101264809836379,0.16866005337258,0.162131286139631,0.233959697865088,0.210373688554243,0.134026960373713,0.275312232729103,0.25448117381821,0.314098349350945,0.211478095099684,0.189767832169345,0.148924115179509,0.108190672852613,0.115382988369376,0.0924072552445342,0.113222718856967,0.0367637277102259,0.222260179613102
6.25,0.193677503815268,0.155628300265556,0.145566539723993,0.204862477977404,0.164463431217175,0.195086339575293,0.156456790140953,0.138808390519218,0.141337848709746,0.14943226789734,0.128188359067918,0.143489130669502,0.151221716463684,0.183190277745578,0.156765320951864,0.153185285528431,0.105989621243638,0.167988409307669,0.198579394709809,0.131122793688167,0.128599855794024,0.115736996217164,0.133962469960778,0.118877718161112,0.204377838008065,0.17922875069173,0.156405483572103,0.121704058274287,0.187272686883744,0.156405483572103,0.179613447702035,0.143208321518596,0.133557200728865,0.123993151283029,0.114507417384842,0.156538647211587,0.170075521850779,0.166254467740949,0.199025390615474,0.159775769965648,0.191837352288692,0.207631870408095,0.191912805840495,0.177040695233492,0.150358325928392,0.153676411195783,0.181080056770108,0.191003038285727,0.224203125344105,0.233134359263166,0.355150886222332,0.189562874665812,0.193240965676319,0.241112207976131,0.146772723200015,0.110812242954963,0.146438150997426,0.150146548220528,0.160590852545306,0.126802410690984,0.109119897076845,0.199577482416397,0.144541059488551,0.132674429790504,0.124757668794757,0.113068250239218,0.138127750866404,0.175457891232839,0.17798912466544,0.214959106483816,0.304146364514492,0.276805565449059,0.108311551138097,0.124578213172543,0.174609459527161,0.147126483911979,0.181459008140409,0.111389762612079,0.175339006583408,0.218427946624772,0.161061027147762,0.148516516155615,0.1271668383034,0.151543060286168,0.13869627285022,0.186014437246107,0.243558814875598,0.177614997507566,0.161628817662843,0.216851599917463,0.219231481231879,0.173464178131142,0.224468548463687,0.142840447792932,0.16834633630189,0.193796164283579,0.138835436223939,0.129498922851532,0.150651408118081,0.166893995661432,0.167579534023209,0.118439744551238,0.116329465090489,0.101797275293838,0.169703927739463,0.162976354974465,0.235153851475518,0.211440911442586,0.134730954430208,0.276713139139415,0.25587520442723,0.315765174391486,0.212569036962287,0.190745033871015,0.149820197552748,0.108911584041746,0.116172754821906,0.0932261540864648,0.114012709615882,0.037297523670029,0.223196258981238
